filename,width,height,class,xmin,ymin,xmax,ymax
1499.jpg,640,480,robot,0,110,245,461
1565608780177623586.jpg,640,480,robot,448,25,562,383
1565609115631836243.jpg,640,480,robot,305,14,398,364
1565609151507891499.jpg,640,480,robot,296,10,389,221
1565608339175915704.jpg,640,480,robot,240,38,371,432
1565609155476126477.jpg,640,480,robot,288,99,382,301
1565608626710351362.jpg,640,480,robot,521,7,631,402
1565608624581600645.jpg,640,480,robot,487,6,604,403
1161.jpg,640,480,robot,132,54,346,373
frame0464.png,640,360,robot,356,89,384,150
1565608358443802778.jpg,640,480,robot,14,39,160,420
8702.jpg,640,480,robot,209,59,395,420
frame0084.png,640,360,robot,586,22,640,360
frame0639.png,640,360,robot,80,81,110,128
3733.jpg,640,480,robot,308,70,471,436
frame0091.png,640,360,robot,229,141,255,182
1565609152639905941.jpg,640,480,robot,428,16,528,216
1565609171139387668.jpg,640,480,robot,531,80,618,268
8700.jpg,640,480,robot,200,47,379,435
1565608467243884889.jpg,640,480,robot,92,31,262,403
3953.jpg,640,480,robot,418,54,554,384
7109.jpg,640,480,robot,374,80,505,414
1565608388375901951.jpg,640,480,robot,572,0,634,430
1565608776544287244.jpg,640,480,robot,387,24,509,404
1565608564676046106.jpg,640,480,robot,467,17,588,419
1565609266416294300.jpg,640,480,robot,235,106,327,295
1565609222339668510.jpg,640,480,robot,286,0,517,382
frame0113.png,640,360,robot,473,113,511,188
0256.jpg,640,480,robot,246,98,446,473
3986.jpg,640,480,robot,619,84,638,377
1334.jpg,640,480,robot,184,88,265,248
test_nagoya_game_c_00065.png,800,600,robot,361,0,411,107
frame0646.png,640,360,robot,503,110,553,196
6828.jpg,640,480,robot,373,50,521,447
1565608340876683464.jpg,640,480,robot,239,40,372,430
frame0568.png,640,360,robot,318,95,357,157
7342.jpg,640,480,robot,369,53,512,377
5415.jpg,640,480,robot,285,52,446,427
1565608667210908834.jpg,640,480,robot,13,0,134,361
1565608598275914751.jpg,640,480,robot,160,26,299,360
7667.jpg,640,480,robot,449,28,640,451
test_nagoya_game_a_00690.png,800,600,robot,562,130,617,256
6374.jpg,640,480,robot,445,99,552,393
1565609119131970485.jpg,640,480,robot,308,0,397,370
1477.jpg,640,480,robot,498,129,614,416
1565609140876360611.jpg,640,480,robot,521,201,629,399
test_nagoya_game_a_00588.png,800,600,robot,0,122,63,253
7092.jpg,640,480,robot,300,47,449,393
4850.jpg,640,480,robot,471,63,597,404
1565608382143826251.jpg,640,480,robot,540,31,632,466
4944.jpg,640,480,robot,492,65,640,480
test_nagoya_game_d_00049.png,800,600,robot,0,146,23,252
1565609298083851293.jpg,640,480,robot,165,16,250,334
1565609135131923464.jpg,640,480,robot,465,34,557,238
test_nagoya_game_d_00164.png,800,600,robot,536,266,577,358
frame0591.png,640,360,robot,457,112,509,203
8808.jpg,640,480,robot,397,8,529,339
1565609093377434865.jpg,640,480,robot,302,0,394,355
8918.jpg,640,480,robot,450,6,600,349
test_nagoya_game_d_00119.png,800,600,robot,64,239,91,301
sequences_euro_ball_robot_1_a_00063.png,800,600,robot,588,312,714,380
9172.jpg,640,480,robot,214,0,334,257
1565608682177393864.jpg,640,480,robot,270,0,369,380
1565608760544220307.jpg,640,480,robot,14,0,146,386
1565609095110858160.jpg,640,480,robot,302,0,410,360
1646.jpg,640,480,robot,344,89,467,388
1565608757747342674.jpg,640,480,robot,95,0,223,386
1565608751350359179.jpg,640,480,robot,291,2,419,385
1565608614277437028.jpg,640,480,robot,44,39,194,370
5409.jpg,640,480,robot,293,69,446,436
test_nagoya_game_b_00171.png,800,600,robot,0,222,44,386
1565608769811393465.jpg,640,480,robot,60,0,193,384
1565608376243804719.jpg,640,480,robot,26,51,183,412
3239.jpg,640,480,robot,218,93,363,436
1565608379343875784.jpg,640,480,robot,286,29,422,399
test_nagoya_game_b_00332.png,800,600,robot,355,86,407,210
5248.jpg,640,480,robot,233,38,385,393
test_nagoya_game_b_00086.png,800,600,robot,459,212,521,346
6174.jpg,640,480,robot,452,89,552,377
test_nagoya_game_a_00317.png,800,600,robot,435,246,463,295
1565608683744241358.jpg,640,480,robot,321,8,414,372
frame0138.png,640,360,robot,481,113,519,188
1544.jpg,640,480,robot,270,186,492,471
sequences_euro_ball_robot_1_a_00072.png,800,600,robot,610,336,740,410
frame0637.png,640,360,robot,80,81,110,128
frame0338.png,640,360,robot,455,65,508,176
6936.jpg,640,480,robot,364,57,530,424
1565608663677976035.jpg,640,480,robot,119,7,231,373
0547.jpg,640,480,robot,508,59,635,439
frame0571.png,640,360,robot,98,67,131,111
1565609283967982237.jpg,640,480,robot,204,73,296,382
1565609099211911493.jpg,640,480,robot,290,0,387,365
0606.jpg,640,480,robot,334,52,605,480
1565608617677142449.jpg,640,480,robot,223,22,357,370
1565608759944133470.jpg,640,480,robot,41,0,165,392
sequences_euro_ball_robot_1_b_00220.png,800,600,robot,208,74,272,203
1565608543507951897.jpg,640,480,robot,28,20,190,363
1565608686944168018.jpg,640,480,robot,431,13,531,390
1565608377643398109.jpg,640,480,robot,158,47,294,410
1484.jpg,640,480,robot,130,115,294,468
1565608461357584536.jpg,640,480,robot,244,24,410,401
1565608783644326037.jpg,640,480,robot,582,3,638,393
2906.jpg,640,480,robot,71,6,209,391
test_nagoya_game_a_00461.png,800,600,robot,652,0,697,108
1565609272240166550.jpg,640,480,robot,336,112,397,301
test_nagoya_game_a_00357.png,800,600,robot,446,306,495,433
1565608657812105043.jpg,640,480,robot,287,1,392,376
1565609215739932616.jpg,640,480,robot,465,84,634,480
5611.jpg,640,480,robot,532,75,633,480
test_nagoya_game_d_00110.png,800,600,robot,250,302,287,394
1480.jpg,640,480,robot,154,130,315,459
1565608537375878799.jpg,640,480,robot,226,32,358,371
frame0531.png,640,360,robot,503,55,641,308
1565609193711493280.jpg,640,480,robot,384,33,476,269
frame0704.png,640,360,robot,257,85,287,144
1565609186339855588.jpg,640,480,robot,98,73,188,268
1565609212375898902.jpg,640,480,robot,89,171,191,476
test_nagoya_game_a_00569.png,800,600,robot,278,152,331,290
test_nagoya_game_d_00356.png,800,600,robot,206,70,232,121
1565608681310887605.jpg,640,480,robot,259,18,356,394
6256.jpg,640,480,robot,422,96,580,363
1565609204476144027.jpg,640,480,robot,387,60,480,351
test_nagoya_game_a_00358.png,800,600,robot,571,294,603,343
8328.jpg,640,480,robot,389,25,613,457
1565608348708566560.jpg,640,480,robot,206,16,330,420
1565609298415890960.jpg,640,480,robot,165,16,246,328
8305.jpg,640,480,robot,491,0,632,424
4217.jpg,640,480,robot,319,73,427,348
sequences_euro_ball_robot_1_a_00052.png,800,600,robot,567,159,631,278
1565609193075992643.jpg,640,480,robot,382,79,465,314
0245.jpg,640,480,robot,210,63,349,293
1565608485107877049.jpg,640,480,robot,70,26,249,407
4774.jpg,640,480,robot,322,82,530,414
1565608619044198453.jpg,640,480,robot,274,33,404,376
8764.jpg,640,480,robot,398,23,532,371
5739.jpg,640,480,robot,248,74,487,480
1565609245247901226.jpg,640,480,robot,322,26,517,480
2207.jpg,640,480,robot,479,46,640,352
0548.jpg,640,480,robot,0,87,273,475
6309.jpg,640,480,robot,441,81,558,374
1565608779077656087.jpg,640,480,robot,422,11,536,382
5811.jpg,640,480,robot,236,88,432,466
8233.jpg,640,480,robot,495,5,629,313
1565609210507829768.jpg,640,480,robot,257,127,340,450
frame0361.png,640,360,robot,447,80,494,191
4270.jpg,640,480,robot,497,25,635,408
1565608781777557740.jpg,640,480,robot,539,0,632,424
7822.jpg,640,480,robot,523,17,637,334
1565609105841725035.jpg,640,480,robot,305,0,393,365
1565609149139543109.jpg,640,480,robot,316,78,409,260
0428.jpg,640,480,robot,491,64,640,400
0258.jpg,640,480,robot,242,102,435,469
5345.jpg,640,480,robot,309,64,467,411
0603.jpg,640,480,robot,306,32,607,451
1565609097587942209.jpg,640,480,robot,311,0,391,364
frame0266.png,640,360,robot,571,68,610,152
frame0571.png,640,360,robot,439,2,580,338
0192.jpg,640,480,robot,202,97,343,353
test_nagoya_game_a_00340.png,800,600,robot,348,300,403,427
1565609097295665683.jpg,640,480,robot,308,0,393,363
1398.jpg,640,480,robot,315,91,392,265
1565609281868664804.jpg,640,480,robot,201,52,302,338
7576.jpg,640,480,robot,154,74,470,477
1180.jpg,640,480,robot,150,0,328,300
1565609157940182992.jpg,640,480,robot,109,81,212,277
1565608379749104301.jpg,640,480,robot,308,18,440,414
1565609191307998914.jpg,640,480,robot,525,87,630,330
1565608616311004074.jpg,640,480,robot,154,33,290,367
9419.jpg,640,480,robot,398,7,570,309
3641.jpg,640,480,robot,303,69,475,433
test_nagoya_game_d_00279.png,800,600,robot,147,194,174,247
test_nagoya_game_a_00522.png,800,600,robot,58,0,123,105
6260.jpg,640,480,robot,429,89,575,367
test_nagoya_game_a_00004.png,800,600,robot,172,4,259,201
1565608350807287952.jpg,640,480,robot,142,50,284,412
1565609226080000489.jpg,640,480,robot,97,0,360,391
0689.jpg,640,480,robot,46,8,185,224
9349.jpg,640,480,robot,379,13,549,330
test_nagoya_game_c_00085.png,800,600,robot,397,0,485,115
2459.jpg,640,480,robot,322,205,430,475
1565609152039977780.jpg,640,480,robot,352,13,441,220
test_nagoya_game_b_00059.png,800,600,robot,312,132,376,278
4431.jpg,640,480,robot,180,55,379,431
1388.jpg,640,480,robot,169,99,260,335
1565608628344256385.jpg,640,480,robot,570,0,635,408
test_nagoya_game_b_00214.png,800,600,robot,155,96,217,222
0177.jpg,640,480,robot,201,93,346,344
test_nagoya_game_a_00482.png,800,600,robot,262,0,317,71
test_nagoya_game_a_00096.png,800,600,robot,550,138,574,186
1203.jpg,640,480,robot,263,47,339,224
1565608620644136224.jpg,640,480,robot,310,0,427,396
test_nagoya_game_b_00006.png,800,600,robot,475,92,555,220
1565609290247872474.jpg,640,480,robot,182,115,274,391
1565609266083834155.jpg,640,480,robot,261,143,371,325
1258.jpg,640,480,robot,287,135,347,282
1565608688710781946.jpg,640,480,robot,496,11,620,349
test_nagoya_game_d_00250.png,800,600,robot,471,93,513,189
1565608602607926548.jpg,640,480,robot,16,24,157,362
test_nagoya_game_c_00043.png,800,600,robot,256,0,336,58
frame0096.png,640,360,robot,142,134,170,189
9550.jpg,640,480,robot,339,8,554,317
7203.jpg,640,480,robot,380,90,501,406
0558.jpg,640,480,robot,565,0,640,332
1565609175476115857.jpg,640,480,robot,409,94,506,293
test_nagoya_game_d_00397.png,800,600,robot,257,19,305,119
1565608487144007788.jpg,640,480,robot,182,11,342,395
1565608628077305689.jpg,640,480,robot,569,0,635,416
frame0718.png,640,360,robot,467,87,514,170
1565608349308053671.jpg,640,480,robot,195,38,326,426
1565609243495631522.jpg,640,480,robot,312,18,514,480
1565608689944131675.jpg,640,480,robot,510,29,628,403
0560.jpg,640,480,robot,548,0,640,359
0169.jpg,640,480,robot,182,113,342,362
test_nagoya_game_c_00078.png,800,600,robot,379,0,467,115
test_nagoya_game_a_00233.png,800,600,robot,315,0,341,25
1565609124211806594.jpg,640,480,robot,151,5,238,229
frame0593.png,640,360,robot,103,82,136,126
5422.jpg,640,480,robot,307,53,464,428
1565608348743598429.jpg,640,480,robot,206,17,331,418
frame0148.png,640,360,robot,173,113,202,168
9324.jpg,640,480,robot,378,13,563,342
1565608659044111350.jpg,640,480,robot,235,0,347,363
1565609176707954590.jpg,640,480,robot,314,120,387,300
frame0603.png,640,360,robot,304,101,333,158
1565609136295668692.jpg,640,480,robot,350,32,433,239
frame0205.png,640,360,robot,156,93,185,148
1565609174776010971.jpg,640,480,robot,523,94,595,285
2130.jpg,640,480,robot,392,66,565,407
test_nagoya_game_d_00310.png,800,600,robot,376,230,398,275
5173.jpg,640,480,robot,409,58,640,426
frame0618.png,640,360,robot,91,85,118,131
5070.jpg,640,480,robot,389,94,632,461
frame0206.png,640,360,robot,153,94,182,149
1246.jpg,640,480,robot,189,167,311,395
1565609250042764059.jpg,640,480,robot,308,0,513,475
1565608468010087802.jpg,640,480,robot,73,27,244,402
1565608380707932354.jpg,640,480,robot,369,44,506,424
0028.jpg,640,480,robot,110,70,241,346
1103.jpg,640,480,robot,107,42,436,441
1565608544907978247.jpg,640,480,robot,11,28,157,350
frame0510.png,640,360,robot,118,69,145,112
test_nagoya_game_b_00217.png,800,600,robot,159,90,221,216
1565609251203899060.jpg,640,480,robot,170,71,355,480
frame0571.png,640,360,robot,371,99,427,194
test_nagoya_game_d_00122.png,800,600,robot,83,236,108,297
frame0784.png,640,360,robot,280,63,315,135
1565608597743828087.jpg,640,480,robot,182,38,326,358
5937.jpg,640,480,robot,203,80,383,480
test_nagoya_game_a_00608.png,800,600,robot,479,180,513,233
6593.jpg,640,480,robot,421,84,594,470
4432.jpg,640,480,robot,187,52,386,427
4638.jpg,640,480,robot,148,59,312,441
frame0476.png,640,360,robot,42,42,73,101
1565609214140571426.jpg,640,480,robot,306,73,418,358
1565609180976017283.jpg,640,480,robot,365,121,462,311
frame0587.png,640,360,robot,318,93,338,149
1565608665577773651.jpg,640,480,robot,60,6,180,381
1565609220740050434.jpg,640,480,robot,301,28,523,454
2298.jpg,640,480,robot,461,15,589,300
0502.jpg,640,480,robot,408,88,620,463
2678.jpg,640,480,robot,374,133,467,441
test_nagoya_game_c_00023.png,800,600,robot,229,0,269,17
7161.jpg,640,480,robot,380,87,502,407
frame0776.png,640,360,robot,287,70,326,137
1369.jpg,640,480,robot,340,131,405,281
5822.jpg,640,480,robot,236,88,435,467
sequences_euro_ball_robot_1_b_00249.png,800,600,robot,479,190,553,322
1565609273000145803.jpg,640,480,robot,189,90,248,284
frame0265.png,640,360,robot,298,65,351,198
1565609208439637383.jpg,640,480,robot,286,64,373,359
1565609117755965364.jpg,640,480,robot,313,0,402,360
1565608362443407107.jpg,640,480,robot,11,48,141,412
1565608344475990796.jpg,640,480,robot,239,38,372,431
1565608776844492178.jpg,640,480,robot,390,10,511,402
1565609099839896771.jpg,640,480,robot,293,0,385,360
7915.jpg,640,480,robot,569,0,640,387
1565609105342362930.jpg,640,480,robot,304,0,394,368
1490.jpg,640,480,robot,442,104,557,387
1565608684911884418.jpg,640,480,robot,397,0,495,372
test_nagoya_game_a_00563.png,800,600,robot,280,128,331,270
4278.jpg,640,480,robot,491,26,637,405
8936.jpg,640,480,robot,398,2,542,350
0293.jpg,640,480,robot,236,93,446,453
9075.jpg,640,480,robot,349,87,563,469
1729.jpg,640,480,robot,560,41,635,312
1565609220839506100.jpg,640,480,robot,296,29,518,457
test_nagoya_game_b_00241.png,800,600,robot,360,28,398,90
1565609166040184259.jpg,640,480,robot,412,87,505,268
frame0285.png,640,360,robot,270,82,299,137
test_nagoya_game_b_00033.png,800,600,robot,527,84,597,218
frame0055.png,640,360,robot,144,34,172,92
5493.jpg,640,480,robot,393,75,552,410
6052.jpg,640,480,robot,357,97,499,450
1565609208708177970.jpg,640,480,robot,284,86,394,351
1565608611044188519.jpg,640,480,robot,1,0,74,395
1565609258619476245.jpg,640,480,robot,157,67,246,274
8703.jpg,640,480,robot,209,59,395,420
2214.jpg,640,480,robot,444,32,573,310
6446.jpg,640,480,robot,532,75,638,422
1565609183076234336.jpg,640,480,robot,243,126,337,308
1055.jpg,640,480,robot,175,48,526,429
1565608541676073190.jpg,640,480,robot,80,35,229,382
1565609191640055554.jpg,640,480,robot,452,111,563,315
test_nagoya_game_a_00105.png,800,600,robot,298,132,381,313
sequences_euro_ball_robot_1_c_00064.png,800,600,robot,442,67,532,232
1565609101295917867.jpg,640,480,robot,304,0,397,357
4477.jpg,640,480,robot,195,70,391,423
1565608600476058621.jpg,640,480,robot,110,29,246,366
sequences_euro_ball_robot_1_a_00003.png,800,600,robot,206,342,310,406
1565609187207347852.jpg,640,480,robot,193,47,290,241
0558.jpg,640,480,robot,76,40,394,443
5419.jpg,640,480,robot,296,51,458,422
test_nagoya_game_d_00234.png,800,600,robot,567,67,609,163
1565608376376127163.jpg,640,480,robot,31,50,195,412
1565608660877115230.jpg,640,480,robot,186,19,282,418
0097.jpg,640,480,robot,110,73,242,344
test_nagoya_game_a_00536.png,800,600,robot,330,30,383,176
1606.jpg,640,480,robot,222,89,343,335
1565609114963916272.jpg,640,480,robot,307,0,400,376
frame0627.png,640,360,robot,509,112,561,198
6148.jpg,640,480,robot,452,82,551,383
1565608625477402712.jpg,640,480,robot,499,21,618,397
1565609250539909269.jpg,640,480,robot,281,23,491,480
5991.jpg,640,480,robot,318,93,491,465
test_nagoya_game_d_00417.png,800,600,robot,518,0,545,29
8737.jpg,640,480,robot,404,0,555,370
test_nagoya_game_d_00220.png,800,600,robot,762,14,794,69
3120.jpg,640,480,robot,217,62,339,410
1565608557975275904.jpg,640,480,robot,82,20,237,357
1565609164639989057.jpg,640,480,robot,319,96,404,286
1565609215676189292.jpg,640,480,robot,420,59,640,480
2713.jpg,640,480,robot,284,32,417,363
frame0713.png,640,360,robot,282,80,307,127
1579.jpg,640,480,robot,323,136,521,473
1565608782210889545.jpg,640,480,robot,541,0,631,420
1565608686110865402.jpg,640,480,robot,397,22,501,394
1565609269315803822.jpg,640,480,robot,375,42,431,239
1565609124255886609.jpg,640,480,robot,151,6,238,228
test_nagoya_game_b_00244.png,800,600,robot,169,2,231,128
frame0265.png,640,360,robot,235,82,264,137
test_nagoya_game_a_00071.png,800,600,robot,278,44,367,235
1565609145075993735.jpg,640,480,robot,57,266,159,480
9538.jpg,640,480,robot,351,8,557,320
frame0561.png,640,360,robot,84,72,117,116
9287.jpg,640,480,robot,353,10,516,348
1565608777444198114.jpg,640,480,robot,406,9,522,399
frame0340.png,640,360,robot,454,67,507,178
1565608779811670721.jpg,640,480,robot,435,2,545,375
4595.jpg,640,480,robot,172,74,336,398
8625.jpg,640,480,robot,276,63,437,434
6288.jpg,640,480,robot,441,78,556,376
4517.jpg,640,480,robot,212,105,385,447
frame0365.png,640,360,robot,447,80,494,191
test_nagoya_game_b_00132.png,800,600,robot,126,244,204,398
test_nagoya_game_b_00263.png,800,600,robot,243,0,297,100
4280.jpg,640,480,robot,492,46,638,440
8677.jpg,640,480,robot,149,48,324,437
1565609229436022582.jpg,640,480,robot,85,40,452,480
1565608565175668197.jpg,640,480,robot,516,12,633,421
sequences_euro_ball_robot_1_c_00072.png,800,600,robot,427,71,520,231
1565609250664003329.jpg,640,480,robot,287,37,482,480
1565609144707761738.jpg,640,480,robot,84,253,174,474
9217.jpg,640,480,robot,337,7,460,243
1565608540640093450.jpg,640,480,robot,104,27,251,373
test_nagoya_game_d_00316.png,800,600,robot,344,226,370,273
test_nagoya_game_d_00140.png,800,600,robot,177,236,202,293
1565609161740100844.jpg,640,480,robot,346,102,434,299
1565608384644360867.jpg,640,480,robot,498,27,635,400
1565609219908025740.jpg,640,480,robot,301,70,533,473
1572.jpg,640,480,robot,257,115,470,459
7262.jpg,640,480,robot,390,87,524,407
1794.jpg,640,480,robot,304,102,404,337
1565608385475909219.jpg,640,480,robot,527,0,635,411
1565609194808543107.jpg,640,480,robot,344,79,436,300
1565608675477545186.jpg,640,480,robot,2,0,86,392
1565609217980983502.jpg,640,480,robot,369,103,591,463
1565609106295675132.jpg,640,480,robot,305,0,394,363
1565608487008034397.jpg,640,480,robot,163,19,346,398
1565609289047851723.jpg,640,480,robot,183,97,276,387
1565608617777736317.jpg,640,480,robot,223,22,358,370
1565609193739452456.jpg,640,480,robot,386,34,474,268
4659.jpg,640,480,robot,136,106,306,442
1565608540675886933.jpg,640,480,robot,104,22,250,370
1565609147207850072.jpg,640,480,robot,176,117,280,309
test_nagoya_game_a_00572.png,800,600,robot,0,134,35,271
test_nagoya_game_a_00212.png,800,600,robot,150,2,227,149
test_nagoya_game_a_00135.png,800,600,robot,488,156,547,295
1565608555675377419.jpg,640,480,robot,2,0,133,370
test_nagoya_game_a_00452.png,800,600,robot,326,0,381,103
8574.jpg,640,480,robot,299,26,463,398
1038.jpg,640,480,robot,226,43,612,480
1565608617011356092.jpg,640,480,robot,198,39,339,360
1565609101379823973.jpg,640,480,robot,304,0,398,357
4465.jpg,640,480,robot,194,59,390,438
test_nagoya_game_b_00138.png,800,600,robot,102,244,180,398
7201.jpg,640,480,robot,380,90,501,406
0071.jpg,640,480,robot,111,71,241,345
sequences_euro_ball_robot_1_b_00319.png,800,600,robot,1,224,24,368
4280.jpg,640,480,robot,492,24,638,408
3243.jpg,640,480,robot,224,84,379,422
7842.jpg,640,480,robot,522,17,636,334
0812.jpg,640,480,robot,259,68,439,415
4397.jpg,640,480,robot,132,31,352,440
1565609141109154163.jpg,640,480,robot,500,187,607,389
frame0204.png,640,360,robot,563,62,632,178
2497.jpg,640,480,robot,321,208,429,467
1565609217640178285.jpg,640,480,robot,465,81,639,480
1565608623910785598.jpg,640,480,robot,449,27,565,393
0088.jpg,640,480,robot,345,95,546,470
1565608382643688537.jpg,640,480,robot,533,0,637,449
1565608356343811935.jpg,640,480,robot,47,44,205,412
6225.jpg,640,480,robot,451,88,554,378
test_nagoya_game_b_00066.png,800,600,robot,481,166,543,300
1565609114380138817.jpg,640,480,robot,307,0,398,370
1565609196175932712.jpg,640,480,robot,192,107,278,349
1565608360175710696.jpg,640,480,robot,4,31,137,401
1200.jpg,640,480,robot,167,70,312,323
frame0251.png,640,360,robot,254,87,278,129
test_nagoya_game_a_00605.png,800,600,robot,475,180,509,233
1565608618477641867.jpg,640,480,robot,228,38,369,374
1565609208075288233.jpg,640,480,robot,285,94,367,387
1565609257789499305.jpg,640,480,robot,160,70,267,283
1565608596275706882.jpg,640,480,robot,216,30,353,377
2034.jpg,640,480,robot,181,106,338,421
4682.jpg,640,480,robot,153,66,333,437
1575.jpg,640,480,robot,300,119,503,480
3948.jpg,640,480,robot,420,66,551,373
test_nagoya_game_a_00565.png,800,600,robot,0,104,33,241
0241.jpg,640,480,robot,274,103,464,460
6080.jpg,640,480,robot,357,113,472,418
1565608753343967661.jpg,640,480,robot,250,0,378,392
test_nagoya_game_a_00578.png,800,600,robot,286,178,339,316
1565609177607952307.jpg,640,480,robot,270,136,338,315
1565608768477547883.jpg,640,480,robot,8,0,133,386
1565609266783809752.jpg,640,480,robot,225,96,332,296
1565609121379990546.jpg,640,480,robot,274,0,366,270
1565608665444464284.jpg,640,480,robot,74,0,189,373
test_nagoya_game_b_00154.png,800,600,robot,32,230,116,388
frame0612.png,640,360,robot,331,99,359,147
1532.jpg,640,480,robot,442,67,581,359
6533.jpg,640,480,robot,400,31,557,400
1565609243119738624.jpg,640,480,robot,230,0,439,480
1107.jpg,640,480,robot,80,69,396,479
3846.jpg,640,480,robot,305,81,498,465
frame0097.png,640,360,robot,228,141,254,180
1565609152975955892.jpg,640,480,robot,448,0,548,214
test_nagoya_game_a_00020.png,800,600,robot,476,0,541,112
1565609215307687385.jpg,640,480,robot,407,24,637,480
5193.jpg,640,480,robot,368,87,586,462
1565609195140195156.jpg,640,480,robot,307,88,409,296
7826.jpg,640,480,robot,523,17,637,333
sequences_euro_ball_robot_1_b_00287.png,800,600,robot,69,234,134,369
0150.jpg,640,480,robot,87,78,240,352
1565608544675897006.jpg,640,480,robot,7,36,153,368
frame0148.png,640,360,robot,258,125,284,164
8859.jpg,640,480,robot,446,7,603,350
1565609280331987637.jpg,640,480,robot,173,81,279,349
1565609147907971159.jpg,640,480,robot,264,64,366,252
test_nagoya_game_b_00306.png,800,600,robot,606,38,646,102
5200.jpg,640,480,robot,334,95,540,457
1565609129295954666.jpg,640,480,robot,152,12,237,222
0226.jpg,640,480,robot,185,97,332,339
8235.jpg,640,480,robot,511,0,635,314
1565608693679944493.jpg,640,480,robot,588,0,634,407
1565609207076928627.jpg,640,480,robot,271,143,376,385
sequences_euro_ball_robot_1_c_00004.png,800,600,robot,385,217,476,370
frame0200.png,640,360,robot,582,66,640,176
5453.jpg,640,480,robot,306,68,463,424
1565609161975289356.jpg,640,480,robot,345,112,433,299
test_nagoya_game_d_00275.png,800,600,robot,512,134,536,179
frame0456.png,640,360,robot,268,99,313,195
0987.jpg,640,480,robot,103,126,400,451
test_nagoya_game_c_00344.png,800,600,robot,226,0,281,95
1565608683277663942.jpg,640,480,robot,324,22,422,394
1565609163140029575.jpg,640,480,robot,348,107,432,303
7274.jpg,640,480,robot,390,88,524,404
test_nagoya_game_a_00260.png,800,600,robot,409,26,435,83
1565608461811351902.jpg,640,480,robot,238,34,402,399
1565609103132022350.jpg,640,480,robot,288,0,379,346
8858.jpg,640,480,robot,446,7,603,350
1565608627377547543.jpg,640,480,robot,535,0,632,397
1419.jpg,640,480,robot,371,25,458,213
1565609107419939233.jpg,640,480,robot,304,0,395,360
3402.jpg,640,480,robot,94,72,325,480
1565608656644073797.jpg,640,480,robot,287,0,396,385
